user_id,age,country,subscription_type,registration_date,total_watch_time_hours,created_at,updated_at,registration_year,age_group
U0215,59,Argentina,Standard,2023-06-22,63.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0216,63,Mexico,Basic,2022-02-21,378.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0217,64,Mexico,Basic,2023-04-29,280.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0218,39,Colombia,Basic,2023-11-09,99.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0219,60,Peru,Basic,2023-02-19,438.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0220,60,Argentina,Standard,2023-11-28,65.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0221,20,Colombia,Basic,2022-08-10,93.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0222,59,Chile,Basic,2022-05-20,353.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0223,60,Mexico,Premium,2023-08-21,284.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0224,50,Chile,Basic,2023-03-07,355.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0225,36,Colombia,Basic,2023-02-25,423.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0226,52,Mexico,Premium,2023-06-26,763.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0227,53,Colombia,Standard,2022-04-04,535.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0228,18,Peru,Basic,2023-08-18,336.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,<18
U0229,27,Mexico,Basic,2023-06-17,420.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0230,60,Argentina,Premium,2023-09-08,107.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0231,59,Colombia,Basic,2022-09-10,285.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0232,53,Colombia,Premium,2023-05-06,44.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0233,36,Argentina,Basic,2024-02-10,238.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,35-44
U0234,59,Chile,Basic,2024-01-28,134.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0235,52,Mexico,Standard,2024-02-21,308.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0236,55,Mexico,Standard,2023-10-30,426.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0237,39,Colombia,Basic,2022-07-23,92.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0238,41,Peru,Basic,2022-02-23,297.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0239,49,Argentina,Basic,2023-01-17,379.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0240,60,Chile,Basic,2022-07-01,407.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0241,60,Mexico,Standard,2023-09-25,49.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0242,54,Argentina,Standard,2023-01-28,526.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0243,50,Mexico,Basic,2023-11-27,359.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0244,49,Colombia,Basic,2023-06-23,380.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0245,58,Chile,Basic,2023-06-22,228.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0246,38,Argentina,Premium,2023-09-12,639.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0247,44,Peru,Basic,2024-02-21,327.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,35-44
U0248,35,Mexico,Premium,2022-12-12,682.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0249,29,Chile,Premium,2022-08-29,132.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0250,63,Colombia,Standard,2022-02-24,376.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0251,63,Mexico,Basic,2022-05-28,171.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0252,20,Chile,Basic,2022-05-24,90.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0253,59,Chile,Standard,2022-06-21,373.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0254,43,Colombia,Basic,2024-02-02,406.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,35-44
U0255,53,Peru,Standard,2022-09-13,280.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0256,59,Chile,Premium,2022-07-07,698.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0257,49,Peru,Basic,2023-05-28,337.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0258,48,Colombia,Standard,2022-06-09,174.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0259,61,Colombia,Premium,2023-06-02,581.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0260,32,Colombia,Standard,2022-03-10,263.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0261,48,Argentina,Standard,2023-02-10,199.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0262,58,Peru,Basic,2023-03-16,390.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0263,62,Mexico,Basic,2022-04-01,441.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0264,46,Mexico,Basic,2023-04-20,17.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0265,20,Chile,Standard,2024-01-01,641.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,18-24
U0266,41,Mexico,Premium,2022-11-25,782.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0267,62,Argentina,Basic,2023-07-16,315.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0268,53,Argentina,Basic,2023-05-03,330.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0269,55,Mexico,Standard,2023-12-13,191.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0270,32,Argentina,Standard,2022-02-03,120.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0271,59,Mexico,Standard,2023-04-05,117.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0272,61,Colombia,Standard,2023-04-26,237.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0273,18,Colombia,Premium,2022-12-23,1041.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,<18
U0274,26,Argentina,Basic,2022-10-03,525.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0275,40,Colombia,Premium,2023-07-12,324.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0276,22,Argentina,Basic,2022-12-21,121.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0277,21,Colombia,Premium,2022-05-01,624.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0278,51,Mexico,Premium,2022-01-11,547.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0279,50,Mexico,Standard,2023-03-07,247.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0280,49,Colombia,Basic,2022-03-07,401.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0281,29,Argentina,Basic,2022-12-24,134.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0282,62,Chile,Standard,2023-03-01,400.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0283,25,Chile,Standard,2023-02-10,60.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0284,50,Mexico,Basic,2023-01-20,60.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0285,34,Chile,Standard,2022-04-02,419.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0286,41,Colombia,Basic,2022-06-29,103.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0287,22,Mexico,Premium,2023-03-09,903.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0288,59,Colombia,Premium,2023-04-05,837.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0289,45,Argentina,Premium,2023-04-04,720.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0290,44,Chile,Premium,2022-02-22,112.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0291,37,Argentina,Premium,2023-06-04,404.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0292,64,Argentina,Standard,2022-12-07,205.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0293,22,Argentina,Standard,2022-12-08,405.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0294,25,Mexico,Standard,2022-01-28,300.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0295,50,Chile,Basic,2022-11-26,26.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0296,31,Colombia,Standard,2022-10-21,197.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0297,36,Colombia,Basic,2022-06-05,166.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0298,48,Colombia,Standard,2023-01-05,145.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0299,20,Argentina,Standard,2023-09-23,317.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0300,27,Mexico,Basic,2022-08-01,189.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0301,62,Argentina,Standard,2023-05-03,306.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0302,37,Peru,Premium,2022-06-16,212.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0303,48,Colombia,Standard,2022-12-05,291.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0304,46,Colombia,Basic,2023-04-20,405.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0305,35,Colombia,Basic,2023-03-23,362.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0306,36,Argentina,Basic,2022-03-23,329.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0307,47,Colombia,Premium,2022-04-11,908.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0308,57,Mexico,Basic,2022-11-26,177.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0309,54,Mexico,Premium,2023-09-20,485.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0310,32,Peru,Basic,2022-02-28,88.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0311,44,Peru,Premium,2023-06-06,455.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0312,57,Colombia,Premium,2022-10-07,553.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0313,36,Chile,Basic,2022-06-29,455.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0314,33,Argentina,Standard,2023-12-16,257.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0315,65,Colombia,Basic,2022-03-26,266.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0316,53,Colombia,Basic,2022-03-06,171.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0317,62,Colombia,Premium,2023-10-10,844.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0318,28,Colombia,Standard,2022-12-19,465.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0319,26,Colombia,Premium,2022-05-24,1061.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0320,37,Argentina,Basic,2023-03-02,85.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0321,47,Mexico,Premium,2022-10-02,624.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0322,57,Peru,Standard,2022-07-20,167.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0323,55,Mexico,Basic,2023-09-01,30.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0324,37,Chile,Premium,2024-02-26,208.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,35-44
U0325,46,Colombia,Basic,2022-01-27,98.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0326,39,Mexico,Basic,2023-09-30,336.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0327,28,Mexico,Premium,2022-11-30,64.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0328,33,Chile,Basic,2022-02-12,180.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0329,23,Mexico,Standard,2022-06-28,603.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0330,45,Chile,Premium,2022-06-26,112.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0331,53,Mexico,Premium,2023-06-21,62.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0332,60,Mexico,Standard,2022-08-31,357.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0333,44,Argentina,Premium,2022-06-09,252.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0334,37,Argentina,Standard,2022-06-24,276.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0335,26,Colombia,Premium,2023-08-19,419.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0336,43,Mexico,Basic,2022-01-24,311.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0337,37,Peru,Standard,2023-03-20,265.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0338,56,Colombia,Basic,2022-06-13,412.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0339,27,Chile,Basic,2022-07-17,134.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0340,65,Chile,Standard,2023-11-20,429.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0341,50,Chile,Basic,2022-05-30,494.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0342,55,Colombia,Standard,2023-12-21,510.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0343,30,Mexico,Premium,2022-06-12,538.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0344,32,Peru,Standard,2023-05-26,538.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0345,25,Mexico,Basic,2022-04-07,174.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0346,29,Mexico,Standard,2023-12-19,23.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0347,64,Colombia,Premium,2024-02-24,571.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0348,60,Colombia,Premium,2023-02-19,222.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0349,58,Peru,Basic,2022-08-26,358.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0350,45,Argentina,Premium,2024-01-06,995.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,35-44
U0351,22,Peru,Basic,2022-10-02,146.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0352,37,Argentina,Basic,2022-09-30,125.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0353,27,Chile,Basic,2023-09-25,121.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0354,30,Argentina,Premium,2022-01-10,667.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0355,23,Colombia,Basic,2023-02-24,287.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0356,49,Argentina,Standard,2022-03-14,121.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0357,38,Argentina,Basic,2023-06-01,45.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0358,52,Chile,Standard,2022-11-14,61.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0359,46,Mexico,Standard,2023-10-15,26.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0360,34,Mexico,Basic,2022-12-09,72.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0361,65,Argentina,Premium,2024-01-20,430.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0362,37,Chile,Basic,2022-04-30,351.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0363,48,Argentina,Standard,2022-12-26,231.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0364,25,Mexico,Premium,2022-08-25,1072.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0365,62,Mexico,Basic,2022-09-18,126.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0366,51,Colombia,Standard,2022-04-05,65.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0367,59,Mexico,Basic,2024-01-01,161.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0368,46,Argentina,Premium,2023-04-04,399.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0369,29,Argentina,Basic,2022-09-04,107.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0370,61,Mexico,Standard,2022-12-07,120.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0371,46,Chile,Standard,2024-02-13,96.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,45-64
U0372,61,Colombia,Standard,2023-07-16,139.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0373,45,Chile,Standard,2023-01-16,234.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0374,34,Chile,Premium,2023-08-10,378.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0375,43,Peru,Premium,2023-07-02,708.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0376,61,Mexico,Basic,2023-10-30,11.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0377,32,Mexico,Standard,2023-05-02,144.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0378,56,Colombia,Premium,2022-08-24,154.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0379,56,Mexico,Premium,2022-12-19,410.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0380,63,Argentina,Premium,2023-09-19,300.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0381,63,Colombia,Standard,2022-01-04,356.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0382,39,Argentina,Premium,2023-04-11,982.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0383,21,Chile,Standard,2022-09-01,28.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0384,26,Mexico,Premium,2022-10-05,218.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0385,29,Mexico,Standard,2023-11-17,511.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0386,28,Peru,Basic,2022-09-05,297.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0387,29,Mexico,Premium,2023-10-22,320.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0388,43,Chile,Basic,2023-07-15,242.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0389,42,Mexico,Basic,2023-07-31,215.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0390,62,Peru,Premium,2023-11-08,304.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0391,26,Chile,Standard,2022-03-18,163.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0392,46,Mexico,Basic,2023-10-27,158.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0393,23,Colombia,Premium,2023-01-11,203.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0394,44,Peru,Premium,2022-10-12,941.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0395,47,Mexico,Standard,2023-07-11,449.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0396,57,Mexico,Basic,2022-02-11,33.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0397,27,Argentina,Standard,2023-04-21,510.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0398,32,Colombia,Basic,2022-04-16,263.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0399,20,Colombia,Basic,2023-09-29,462.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0400,41,Colombia,Basic,2022-05-15,474.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0401,32,Colombia,Standard,2022-01-21,416.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0402,22,Mexico,Premium,2022-03-16,572.3,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,18-24
U0403,50,Peru,Standard,2023-05-07,328.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0404,49,Mexico,Premium,2022-10-26,645.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0405,30,Colombia,Standard,2022-11-29,482.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0406,58,Argentina,Standard,2023-10-27,116.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0407,57,Mexico,Premium,2022-08-07,747.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0408,20,Mexico,Standard,2023-11-11,451.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0409,30,Mexico,Basic,2023-10-04,433.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0410,35,Chile,Basic,2023-04-27,150.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0411,52,Mexico,Basic,2023-02-05,150.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0412,33,Chile,Premium,2022-06-06,95.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,25-34
U0413,41,Mexico,Standard,2023-10-12,148.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0414,41,Mexico,Standard,2022-04-19,374.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0415,21,Colombia,Premium,2023-12-31,832.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,18-24
U0416,41,Colombia,Premium,2023-09-21,762.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0417,54,Colombia,Basic,2022-02-12,294.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0418,43,Argentina,Basic,2024-01-14,389.0,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2024,35-44
U0419,39,Mexico,Basic,2023-11-03,62.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0420,58,Peru,Standard,2022-07-20,446.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0421,37,Chile,Standard,2023-10-20,254.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,35-44
U0422,46,Argentina,Standard,2023-08-26,379.9,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0423,30,Peru,Standard,2023-08-26,206.4,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
U0424,48,Mexico,Basic,2023-08-21,353.7,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0425,61,Mexico,Standard,2022-09-18,492.8,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0426,49,Colombia,Premium,2023-01-13,519.2,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,45-64
U0427,41,Chile,Basic,2022-06-12,234.1,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,35-44
U0428,51,Peru,Standard,2022-03-08,352.6,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2022,45-64
U0429,27,Argentina,Standard,2023-10-18,294.5,2025-09-17 01:06:31.550836,2025-09-17 01:06:31.550836,2023,25-34
