session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level,created_at,session_duration_min,completion_rate
S175124,U3927,S078,2024-08-30,23,95.6,Gaming Console,HD,2025-09-17 01:06:31.876156,23,0.956
S142545,U3197,M066,2024-05-31,110,82.2,Tablet,HD,2025-09-17 01:06:31.876156,110,0.8220000000000001
S090954,U2024,S065,2024-06-29,44,100.0,Mobile,SD,2025-09-17 01:06:31.876156,44,1.0
S211828,U4745,M037,2024-07-22,55,61.7,Mobile,HD,2025-09-17 01:06:31.876156,55,0.617
S082581,U1847,S100,2024-04-24,38,99.7,Smart Tv,4K,2025-09-17 01:06:31.876156,38,0.997
S152774,U3422,M113,2024-06-04,21,12.5,Mobile,SD,2025-09-17 01:06:31.876156,21,0.125
S138086,U3092,S100,2024-08-18,39,100.0,Tablet,SD,2025-09-17 01:06:31.876156,39,1.0
S108993,U2436,M196,2024-07-03,79,78.6,Mobile,HD,2025-09-17 01:06:31.876156,79,0.7859999999999999
S167717,U3762,S100,2024-06-13,36,92.7,Mobile,HD,2025-09-17 01:06:31.876156,36,0.927
S036932,U0825,M048,2024-06-10,100,96.8,Desktop,SD,2025-09-17 01:06:31.876156,100,0.968
S112184,U2506,M115,2024-06-30,31,37.8,Smart Tv,HD,2025-09-17 01:06:31.876156,31,0.37799999999999995
S134547,U3010,M019,2024-05-26,49,59.4,Smart Tv,HD,2025-09-17 01:06:31.876156,49,0.594
S148537,U3329,M117,2024-08-09,125,74.0,Mobile,SD,2025-09-17 01:06:31.876156,125,0.74
S007352,U0167,M160,2024-03-18,140,87.8,Mobile,SD,2025-09-17 01:06:31.876156,140,0.878
S177526,U3980,M104,2024-05-02,19,17.6,Mobile,HD,2025-09-17 01:06:31.876156,19,0.17600000000000002
S153767,U3447,M145,2024-03-05,95,57.4,Smart Tv,HD,2025-09-17 01:06:31.876156,95,0.574
S084777,U1898,S096,2024-06-15,27,45.3,Tablet,SD,2025-09-17 01:06:31.876156,27,0.45299999999999996
S140558,U3155,S087,2024-03-06,38,69.7,Smart Tv,HD,2025-09-17 01:06:31.876156,38,0.6970000000000001
S099517,U2218,M048,2024-03-13,56,54.2,Mobile,HD,2025-09-17 01:06:31.876156,56,0.542
S091802,U2039,M054,2024-08-23,55,56.2,Mobile,SD,2025-09-17 01:06:31.876156,55,0.562
S162818,U3652,M143,2024-01-14,151,100.0,Tablet,SD,2025-09-17 01:06:31.876156,151,1.0
S115418,U2579,M035,2024-03-27,96,86.2,Smart Tv,4K,2025-09-17 01:06:31.876156,96,0.862
S012362,U0287,S033,2024-01-02,15,57.0,Desktop,4K,2025-09-17 01:06:31.876156,15,0.57
S147711,U3311,S027,2024-04-14,50,100.0,Gaming Console,HD,2025-09-17 01:06:31.876156,50,1.0
S161146,U3607,S061,2024-08-28,39,79.0,Mobile,HD,2025-09-17 01:06:31.876156,39,0.79
S086214,U1926,M162,2024-01-04,98,85.1,Smart Tv,4K,2025-09-17 01:06:31.876156,98,0.851
S081833,U1827,M034,2024-04-02,127,84.2,Smart Tv,SD,2025-09-17 01:06:31.876156,127,0.8420000000000001
S133729,U2989,M055,2024-01-04,71,50.2,Smart Tv,HD,2025-09-17 01:06:31.876156,71,0.502
S075510,U1685,M041,2024-01-04,104,89.0,Smart Tv,4K,2025-09-17 01:06:31.876156,104,0.89
S152616,U3419,M003,2024-08-06,98,96.7,Tablet,HD,2025-09-17 01:06:31.876156,98,0.9670000000000001
S151441,U3393,M182,2024-06-23,180,100.0,Smart Tv,SD,2025-09-17 01:06:31.876156,180,1.0
S175433,U3933,S018,2024-08-21,31,84.4,Desktop,HD,2025-09-17 01:06:31.876156,31,0.8440000000000001
S085807,U1918,M095,2024-04-26,28,21.4,Mobile,HD,2025-09-17 01:06:31.876156,28,0.214
S099981,U2231,M133,2024-01-09,81,66.4,Smart Tv,4K,2025-09-17 01:06:31.876156,81,0.664
S145885,U3272,M034,2024-04-22,137,91.3,Desktop,SD,2025-09-17 01:06:31.876156,137,0.9129999999999999
S209712,U4700,M153,2024-03-25,164,91.8,Desktop,4K,2025-09-17 01:06:31.876156,164,0.9179999999999999
S140940,U3163,M022,2024-01-16,127,86.7,Desktop,HD,2025-09-17 01:06:31.876156,127,0.867
S178321,U4002,M041,2024-02-26,94,81.0,Smart Tv,HD,2025-09-17 01:06:31.876156,94,0.81
S016895,U0384,S096,2024-03-20,56,93.9,Smart Tv,HD,2025-09-17 01:06:31.876156,56,0.9390000000000001
S009009,U0209,S092,2024-04-04,56,97.6,Desktop,SD,2025-09-17 01:06:31.876156,56,0.976
S177870,U3990,S070,2024-04-14,42,77.8,Tablet,HD,2025-09-17 01:06:31.876156,42,0.778
S063571,U1429,M015,2024-08-26,129,73.2,Mobile,HD,2025-09-17 01:06:31.876156,129,0.732
S158763,U3552,S093,2024-02-29,40,85.6,Desktop,SD,2025-09-17 01:06:31.876156,40,0.856
S070867,U1575,M009,2024-06-21,81,90.2,Smart Tv,4K,2025-09-17 01:06:31.876156,81,0.902
S049526,U1112,M156,2024-07-12,159,91.1,Mobile,4K,2025-09-17 01:06:31.876156,159,0.9109999999999999
S041171,U0919,M078,2024-02-11,155,100.0,Smart Tv,SD,2025-09-17 01:06:31.876156,155,1.0
S122556,U2741,S074,2024-02-05,28,60.9,Mobile,HD,2025-09-17 01:06:31.876156,28,0.609
S111850,U2500,S016,2024-04-02,38,70.4,Desktop,4K,2025-09-17 01:06:31.876156,38,0.7040000000000001
S082509,U1845,M005,2024-06-25,136,80.9,Smart Tv,SD,2025-09-17 01:06:31.876156,136,0.809
S220968,U4958,M021,2024-07-17,109,74.0,Mobile,HD,2025-09-17 01:06:31.876156,109,0.74
S149568,U3355,M052,2024-08-11,120,100.0,Desktop,4K,2025-09-17 01:06:31.876156,120,1.0
S191473,U4305,S080,2024-07-08,23,68.4,Mobile,HD,2025-09-17 01:06:31.876156,23,0.684
S073244,U1633,M069,2024-04-01,116,98.1,Tablet,4K,2025-09-17 01:06:31.876156,116,0.981
S051438,U1154,M052,2024-08-06,77,64.6,Mobile,SD,2025-09-17 01:06:31.876156,77,0.6459999999999999
S187318,U4212,S083,2024-04-14,53,100.0,Desktop,HD,2025-09-17 01:06:31.876156,53,1.0
S181685,U4084,M085,2024-07-18,126,84.2,Mobile,HD,2025-09-17 01:06:31.876156,126,0.8420000000000001
S072325,U1611,S004,2024-06-15,17,30.2,Mobile,HD,2025-09-17 01:06:31.876156,17,0.302
S052168,U1171,S065,2024-02-27,30,69.9,Mobile,HD,2025-09-17 01:06:31.876156,30,0.6990000000000001
S123071,U2755,M196,2024-06-14,82,81.6,Smart Tv,HD,2025-09-17 01:06:31.876156,82,0.816
S186620,U4196,S016,2024-03-25,47,86.3,Smart Tv,HD,2025-09-17 01:06:31.876156,47,0.863
S137860,U3088,M134,2024-06-24,105,79.1,Desktop,HD,2025-09-17 01:06:31.876156,105,0.7909999999999999
S007773,U0178,S021,2024-04-11,42,94.6,Mobile,SD,2025-09-17 01:06:31.876156,42,0.946
S184575,U4151,S081,2024-04-13,10,35.5,Desktop,4K,2025-09-17 01:06:31.876156,10,0.355
S075882,U1693,M192,2024-06-19,117,83.1,Gaming Console,HD,2025-09-17 01:06:31.876156,117,0.831
S121408,U2714,M031,2024-06-30,104,100.0,Mobile,SD,2025-09-17 01:06:31.876156,104,1.0
S046386,U1043,M170,2024-06-28,124,99.4,Tablet,HD,2025-09-17 01:06:31.876156,124,0.9940000000000001
S155210,U3474,S100,2024-03-02,39,100.0,Mobile,4K,2025-09-17 01:06:31.876156,39,1.0
S099414,U2215,S070,2024-04-19,16,29.9,Mobile,SD,2025-09-17 01:06:31.876156,16,0.299
S215072,U4818,M051,2024-01-03,143,92.7,Tablet,4K,2025-09-17 01:06:31.876156,143,0.927
S150081,U3363,M080,2024-06-18,86,87.1,Mobile,HD,2025-09-17 01:06:31.876156,86,0.871
S147120,U3297,M090,2024-02-29,59,69.6,Smart Tv,HD,2025-09-17 01:06:31.876156,59,0.696
S113206,U2528,S057,2024-06-17,17,78.2,Mobile,HD,2025-09-17 01:06:31.876156,17,0.782
S149082,U3343,M141,2024-03-18,114,78.1,Smart Tv,SD,2025-09-17 01:06:31.876156,114,0.7809999999999999
S043410,U0970,M028,2024-07-19,131,75.1,Desktop,4K,2025-09-17 01:06:31.876156,131,0.7509999999999999
S009474,U0223,M117,2024-05-12,165,97.4,Smart Tv,4K,2025-09-17 01:06:31.876156,165,0.9740000000000001
S009905,U0233,S065,2024-08-03,44,100.0,Mobile,SD,2025-09-17 01:06:31.876156,44,1.0
S086588,U1932,S054,2024-04-22,46,85.2,Smart Tv,HD,2025-09-17 01:06:31.876156,46,0.852
S052149,U1170,M170,2024-05-08,84,67.6,Mobile,HD,2025-09-17 01:06:31.876156,84,0.6759999999999999
S015159,U0349,S055,2024-08-30,24,42.3,Mobile,HD,2025-09-17 01:06:31.876156,24,0.423
S205902,U4623,M113,2024-02-21,127,73.0,Mobile,HD,2025-09-17 01:06:31.876156,127,0.73
S163284,U3662,M015,2024-05-31,91,52.0,Smart Tv,4K,2025-09-17 01:06:31.876156,91,0.52
S068111,U1517,M001,2024-06-16,179,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,179,1.0
S041136,U0918,S069,2024-07-17,40,83.4,Gaming Console,HD,2025-09-17 01:06:31.876156,40,0.8340000000000001
S166749,U3740,M060,2024-01-06,122,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,122,1.0
S178126,U3998,M043,2024-05-20,132,98.6,Desktop,HD,2025-09-17 01:06:31.876156,132,0.986
S135124,U3025,M112,2024-06-03,155,92.9,Mobile,HD,2025-09-17 01:06:31.876156,155,0.929
S127607,U2855,M118,2024-03-17,123,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,123,1.0
S106145,U2371,M080,2024-07-20,88,89.0,Tablet,HD,2025-09-17 01:06:31.876156,88,0.89
S187805,U4223,M065,2024-02-17,66,65.3,Tablet,HD,2025-09-17 01:06:31.876156,66,0.653
S167017,U3745,M149,2024-04-25,111,93.4,Desktop,HD,2025-09-17 01:06:31.876156,111,0.934
S026660,U0601,S074,2024-06-20,38,82.1,Mobile,HD,2025-09-17 01:06:31.876156,38,0.821
S018568,U0420,M017,2024-06-26,91,94.0,Smart Tv,HD,2025-09-17 01:06:31.876156,91,0.94
S089458,U1991,S034,2024-06-10,23,87.3,Desktop,SD,2025-09-17 01:06:31.876156,23,0.873
S027054,U0610,M030,2024-04-28,53,37.2,Smart Tv,HD,2025-09-17 01:06:31.876156,53,0.37200000000000005
S027801,U0625,M173,2024-02-09,36,22.0,Desktop,SD,2025-09-17 01:06:31.876156,36,0.22
S142906,U3205,S023,2024-04-29,28,69.8,Tablet,HD,2025-09-17 01:06:31.876156,28,0.698
S014229,U0329,M097,2024-01-19,117,90.0,Mobile,HD,2025-09-17 01:06:31.876156,117,0.9
S190233,U4278,S006,2024-03-17,26,87.9,Tablet,4K,2025-09-17 01:06:31.876156,26,0.879
S088832,U1976,M101,2024-06-10,79,52.6,Mobile,SD,2025-09-17 01:06:31.876156,79,0.526
S214545,U4807,M090,2024-04-24,68,79.5,Gaming Console,4K,2025-09-17 01:06:31.876156,68,0.795
S034618,U0781,M012,2024-04-14,69,66.7,Mobile,SD,2025-09-17 01:06:31.876156,69,0.667
S177049,U3972,M051,2024-03-23,155,100.0,Tablet,SD,2025-09-17 01:06:31.876156,155,1.0
S140697,U3157,M044,2024-05-14,75,56.6,Tablet,HD,2025-09-17 01:06:31.876156,75,0.5660000000000001
S033955,U0766,M052,2024-08-23,86,72.2,Desktop,SD,2025-09-17 01:06:31.876156,86,0.722
S081004,U1806,M081,2024-02-03,158,100.0,Mobile,HD,2025-09-17 01:06:31.876156,158,1.0
S023684,U0538,S012,2024-05-09,30,90.3,Smart Tv,4K,2025-09-17 01:06:31.876156,30,0.903
S187407,U4215,S033,2024-06-12,14,51.3,Smart Tv,HD,2025-09-17 01:06:31.876156,14,0.513
S129836,U2901,S083,2024-04-07,53,100.0,Mobile,SD,2025-09-17 01:06:31.876156,53,1.0
S038374,U0853,M170,2024-02-08,59,47.9,Mobile,HD,2025-09-17 01:06:31.876156,59,0.479
S065382,U1464,M101,2024-06-20,99,65.8,Mobile,SD,2025-09-17 01:06:31.876156,99,0.6579999999999999
S088015,U1962,M014,2024-07-03,111,91.0,Smart Tv,HD,2025-09-17 01:06:31.876156,111,0.91
S202925,U4560,M108,2024-08-06,12,11.2,Smart Tv,HD,2025-09-17 01:06:31.876156,12,0.11199999999999999
S147722,U3312,S070,2024-01-31,34,62.1,Mobile,4K,2025-09-17 01:06:31.876156,34,0.621
S102352,U2290,M123,2024-06-06,94,80.1,Smart Tv,HD,2025-09-17 01:06:31.876156,94,0.8009999999999999
S009829,U0232,M082,2024-07-14,135,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,135,1.0
S101826,U2277,M065,2024-07-08,51,50.4,Mobile,SD,2025-09-17 01:06:31.876156,51,0.504
S144488,U3239,M118,2024-07-27,123,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,123,1.0
S038570,U0859,S082,2024-02-13,39,85.0,Desktop,SD,2025-09-17 01:06:31.876156,39,0.85
S212625,U4762,S080,2024-05-28,23,70.3,Smart Tv,4K,2025-09-17 01:06:31.876156,23,0.703
S146245,U3279,S006,2024-02-09,22,76.5,Tablet,4K,2025-09-17 01:06:31.876156,22,0.765
S198647,U4463,M046,2024-01-16,77,52.6,Smart Tv,SD,2025-09-17 01:06:31.876156,77,0.526
S047664,U1071,S012,2024-07-26,27,82.2,Desktop,4K,2025-09-17 01:06:31.876156,27,0.8220000000000001
S138038,U3091,M051,2024-07-22,154,99.8,Smart Tv,HD,2025-09-17 01:06:31.876156,154,0.998
S066923,U1496,M103,2024-08-13,137,88.1,Mobile,SD,2025-09-17 01:06:31.876156,137,0.8809999999999999
S089878,U2000,S001,2024-05-02,39,79.3,Mobile,HD,2025-09-17 01:06:31.876156,39,0.7929999999999999
S146985,U3294,M037,2024-08-12,82,91.6,Gaming Console,SD,2025-09-17 01:06:31.876156,82,0.9159999999999999
S092281,U2048,M052,2024-05-04,120,100.0,Desktop,4K,2025-09-17 01:06:31.876156,120,1.0
S028132,U0634,M124,2024-07-18,89,59.4,Desktop,4K,2025-09-17 01:06:31.876156,89,0.594
S147811,U3314,M028,2024-08-13,163,93.4,Mobile,HD,2025-09-17 01:06:31.876156,163,0.934
S186885,U4203,M004,2024-08-14,51,35.0,Mobile,SD,2025-09-17 01:06:31.876156,51,0.35
S147351,U3301,M015,2024-07-23,132,74.8,Mobile,HD,2025-09-17 01:06:31.876156,132,0.748
S083369,U1865,M132,2024-03-22,96,91.4,Mobile,HD,2025-09-17 01:06:31.876156,96,0.914
S197065,U4429,M023,2024-06-22,144,98.2,Mobile,4K,2025-09-17 01:06:31.876156,144,0.982
S128248,U2870,M067,2024-01-06,126,100.0,Mobile,SD,2025-09-17 01:06:31.876156,126,1.0
S206187,U4629,M059,2024-06-05,142,97.5,Smart Tv,HD,2025-09-17 01:06:31.876156,142,0.975
S055357,U1245,M127,2024-01-10,115,64.6,Smart Tv,HD,2025-09-17 01:06:31.876156,115,0.6459999999999999
S086619,U1932,M061,2024-03-20,90,91.9,Desktop,HD,2025-09-17 01:06:31.876156,90,0.919
S099455,U2216,S050,2024-02-11,39,100.0,Desktop,HD,2025-09-17 01:06:31.876156,39,1.0
S147049,U3296,M162,2024-08-21,99,85.6,Mobile,SD,2025-09-17 01:06:31.876156,99,0.856
S076807,U1712,M101,2024-07-15,56,37.3,Mobile,HD,2025-09-17 01:06:31.876156,56,0.373
S030896,U0702,M159,2024-02-16,86,89.0,Tablet,4K,2025-09-17 01:06:31.876156,86,0.89
S153942,U3450,S014,2024-05-27,25,42.2,Mobile,SD,2025-09-17 01:06:31.876156,25,0.42200000000000004
S076315,U1700,S012,2024-01-06,34,100.0,Desktop,4K,2025-09-17 01:06:31.876156,34,1.0
S050355,U1130,S078,2024-01-14,25,100.0,Mobile,HD,2025-09-17 01:06:31.876156,25,1.0
S221102,U4962,S034,2024-03-28,25,93.7,Tablet,4K,2025-09-17 01:06:31.876156,25,0.937
S078779,U1758,M042,2024-03-12,97,59.6,Mobile,HD,2025-09-17 01:06:31.876156,97,0.596
S141050,U3165,M086,2024-04-16,96,74.3,Tablet,SD,2025-09-17 01:06:31.876156,96,0.743
S064244,U1443,M108,2024-04-11,93,81.6,Mobile,SD,2025-09-17 01:06:31.876156,93,0.816
S213735,U4787,M048,2024-01-30,84,81.0,Desktop,4K,2025-09-17 01:06:31.876156,84,0.81
S113002,U2522,M187,2024-01-09,126,81.3,Smart Tv,HD,2025-09-17 01:06:31.876156,126,0.813
S101327,U2266,S071,2024-02-06,36,99.1,Smart Tv,4K,2025-09-17 01:06:31.876156,36,0.991
S111503,U2493,S011,2024-03-08,36,93.0,Desktop,SD,2025-09-17 01:06:31.876156,36,0.93
S193380,U4345,M139,2024-05-30,121,93.9,Mobile,SD,2025-09-17 01:06:31.876156,121,0.9390000000000001
S066076,U1478,S034,2024-03-21,25,93.1,Smart Tv,4K,2025-09-17 01:06:31.876156,25,0.9309999999999999
S175979,U3944,M124,2024-03-24,151,100.0,Mobile,4K,2025-09-17 01:06:31.876156,151,1.0
S051315,U1151,M112,2024-06-17,151,90.6,Smart Tv,HD,2025-09-17 01:06:31.876156,151,0.9059999999999999
S166381,U3729,S010,2024-05-02,28,55.2,Desktop,SD,2025-09-17 01:06:31.876156,28,0.552
S129016,U2886,M112,2024-01-13,167,100.0,Gaming Console,4K,2025-09-17 01:06:31.876156,167,1.0
S039743,U0883,M018,2024-03-02,84,100.0,Tablet,HD,2025-09-17 01:06:31.876156,84,1.0
S079634,U1777,M149,2024-05-12,92,77.7,Smart Tv,4K,2025-09-17 01:06:31.876156,92,0.777
S211058,U4725,M193,2024-07-30,47,53.3,Mobile,HD,2025-09-17 01:06:31.876156,47,0.5329999999999999
S024824,U0568,S051,2024-04-06,23,100.0,Desktop,4K,2025-09-17 01:06:31.876156,23,1.0
S145957,U3274,M096,2024-08-11,85,100.0,Mobile,HD,2025-09-17 01:06:31.876156,85,1.0
S055922,U1254,M178,2024-02-21,156,92.9,Mobile,HD,2025-09-17 01:06:31.876156,156,0.929
S146812,U3290,S031,2024-01-03,52,88.3,Tablet,4K,2025-09-17 01:06:31.876156,52,0.883
S070293,U1561,M056,2024-08-10,81,92.5,Smart Tv,4K,2025-09-17 01:06:31.876156,81,0.925
S004363,U0104,M031,2024-03-09,104,100.0,Mobile,HD,2025-09-17 01:06:31.876156,104,1.0
S124428,U2782,M153,2024-06-27,176,98.4,Desktop,SD,2025-09-17 01:06:31.876156,176,0.9840000000000001
S056955,U1276,M164,2024-07-28,137,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,137,1.0
S134215,U2998,S007,2024-07-16,35,61.7,Desktop,HD,2025-09-17 01:06:31.876156,35,0.617
S089309,U1988,M163,2024-07-20,84,100.0,Gaming Console,HD,2025-09-17 01:06:31.876156,84,1.0
S074689,U1666,M075,2024-03-24,125,100.0,Smart Tv,SD,2025-09-17 01:06:31.876156,125,1.0
S050269,U1127,M186,2024-05-06,39,25.8,Smart Tv,4K,2025-09-17 01:06:31.876156,39,0.258
S152782,U3422,M166,2024-02-17,40,25.8,Mobile,SD,2025-09-17 01:06:31.876156,40,0.258
S076221,U1698,S027,2024-02-28,46,92.3,Smart Tv,4K,2025-09-17 01:06:31.876156,46,0.9229999999999999
S100313,U2238,M060,2024-02-21,118,97.0,Smart Tv,HD,2025-09-17 01:06:31.876156,118,0.97
S181536,U4080,M162,2024-01-26,110,95.2,Smart Tv,SD,2025-09-17 01:06:31.876156,110,0.9520000000000001
S009977,U0234,S010,2024-04-09,23,46.0,Tablet,SD,2025-09-17 01:06:31.876156,23,0.46
S142671,U3201,M109,2024-01-25,90,63.4,Mobile,HD,2025-09-17 01:06:31.876156,90,0.634
S027246,U0613,M200,2024-03-08,100,82.0,Smart Tv,SD,2025-09-17 01:06:31.876156,100,0.82
S116636,U2607,M070,2024-06-25,116,68.1,Smart Tv,4K,2025-09-17 01:06:31.876156,116,0.6809999999999999
S213748,U4787,M141,2024-03-15,144,98.0,Tablet,4K,2025-09-17 01:06:31.876156,144,0.98
S149280,U3348,M078,2024-07-19,118,76.3,Mobile,SD,2025-09-17 01:06:31.876156,118,0.763
S149843,U3359,M049,2024-08-13,120,95.8,Smart Tv,4K,2025-09-17 01:06:31.876156,120,0.958
S080957,U1805,S068,2024-02-13,16,66.5,Mobile,SD,2025-09-17 01:06:31.876156,16,0.665
S113602,U2540,M179,2024-03-11,133,76.5,Smart Tv,HD,2025-09-17 01:06:31.876156,133,0.765
S115618,U2584,M103,2024-04-07,156,100.0,Mobile,SD,2025-09-17 01:06:31.876156,156,1.0
S150632,U3377,M199,2024-02-13,99,56.7,Mobile,4K,2025-09-17 01:06:31.876156,99,0.5670000000000001
S095481,U2126,M076,2024-04-16,157,94.9,Desktop,4K,2025-09-17 01:06:31.876156,157,0.9490000000000001
S048247,U1084,S003,2024-04-23,23,52.5,Tablet,4K,2025-09-17 01:06:31.876156,23,0.525
S110337,U2464,S054,2024-06-16,55,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,55,1.0
S121175,U2710,S058,2024-02-22,36,63.8,Mobile,HD,2025-09-17 01:06:31.876156,36,0.638
S054815,U1235,S031,2024-07-19,54,92.6,Smart Tv,4K,2025-09-17 01:06:31.876156,54,0.9259999999999999
S084505,U1893,S076,2024-05-12,49,100.0,Mobile,HD,2025-09-17 01:06:31.876156,49,1.0
S007609,U0174,S098,2024-04-01,52,91.4,Mobile,HD,2025-09-17 01:06:31.876156,52,0.914
S099357,U2213,M176,2024-06-17,157,96.9,Mobile,HD,2025-09-17 01:06:31.876156,157,0.9690000000000001
S021891,U0493,S058,2024-06-19,54,95.9,Mobile,SD,2025-09-17 01:06:31.876156,54,0.9590000000000001
S214771,U4812,M163,2024-06-18,64,77.0,Desktop,HD,2025-09-17 01:06:31.876156,64,0.77
S090544,U2015,M176,2024-06-11,138,85.2,Smart Tv,HD,2025-09-17 01:06:31.876156,138,0.852
S028725,U0647,S096,2024-08-08,34,57.8,Mobile,SD,2025-09-17 01:06:31.876156,34,0.578
S221597,U4973,M066,2024-05-18,134,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,134,1.0
S053726,U1209,S034,2024-02-21,24,92.1,Tablet,HD,2025-09-17 01:06:31.876156,24,0.9209999999999999
S125618,U2805,S082,2024-07-18,41,90.1,Smart Tv,4K,2025-09-17 01:06:31.876156,41,0.9009999999999999
S208191,U4671,S049,2024-03-11,14,38.8,Smart Tv,HD,2025-09-17 01:06:31.876156,14,0.38799999999999996
S046847,U1053,M155,2024-03-31,116,100.0,Mobile,SD,2025-09-17 01:06:31.876156,116,1.0
S061326,U1376,M196,2024-06-26,86,85.4,Desktop,4K,2025-09-17 01:06:31.876156,86,0.8540000000000001
S031711,U0718,M048,2024-08-25,104,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,104,1.0
S154006,U3451,S091,2024-06-14,15,54.7,Desktop,HD,2025-09-17 01:06:31.876156,15,0.547
S025733,U0581,S071,2024-05-03,32,88.7,Desktop,HD,2025-09-17 01:06:31.876156,32,0.887
S155116,U3473,M075,2024-02-07,122,97.9,Tablet,4K,2025-09-17 01:06:31.876156,122,0.9790000000000001
S050496,U1132,M114,2024-02-10,118,76.8,Mobile,HD,2025-09-17 01:06:31.876156,118,0.768
S105900,U2366,M145,2024-07-02,141,85.5,Desktop,SD,2025-09-17 01:06:31.876156,141,0.855
S101114,U2261,M151,2024-05-05,146,99.8,Smart Tv,HD,2025-09-17 01:06:31.876156,146,0.998
S065816,U1472,M119,2024-06-24,113,82.4,Mobile,SD,2025-09-17 01:06:31.876156,113,0.8240000000000001
S002864,U0069,S065,2024-03-17,19,45.0,Mobile,HD,2025-09-17 01:06:31.876156,19,0.45
S122425,U2738,S050,2024-07-17,32,84.5,Desktop,SD,2025-09-17 01:06:31.876156,32,0.845
S124261,U2778,S008,2024-08-29,21,77.3,Smart Tv,HD,2025-09-17 01:06:31.876156,21,0.773
S089294,U1988,M062,2024-05-09,99,73.4,Gaming Console,SD,2025-09-17 01:06:31.876156,99,0.7340000000000001
S091420,U2033,S085,2024-02-29,22,87.6,Smart Tv,4K,2025-09-17 01:06:31.876156,22,0.8759999999999999
S099143,U2210,M200,2024-02-26,92,75.5,Gaming Console,4K,2025-09-17 01:06:31.876156,92,0.755
S180715,U4062,S047,2024-05-19,58,100.0,Tablet,HD,2025-09-17 01:06:31.876156,58,1.0
S007601,U0173,M060,2024-08-05,116,95.7,Desktop,4K,2025-09-17 01:06:31.876156,116,0.9570000000000001
S181842,U4087,M152,2024-02-03,135,88.5,Smart Tv,HD,2025-09-17 01:06:31.876156,135,0.885
S058190,U1308,M095,2024-08-15,89,68.3,Tablet,HD,2025-09-17 01:06:31.876156,89,0.6829999999999999
S090709,U2018,M141,2024-04-24,126,85.9,Tablet,HD,2025-09-17 01:06:31.876156,126,0.8590000000000001
S186174,U4187,M104,2024-03-27,70,64.6,Mobile,SD,2025-09-17 01:06:31.876156,70,0.6459999999999999
S105086,U2351,M026,2024-01-23,154,94.5,Tablet,4K,2025-09-17 01:06:31.876156,154,0.945
S043006,U0961,S086,2024-04-28,57,100.0,Mobile,HD,2025-09-17 01:06:31.876156,57,1.0
S203651,U4577,M145,2024-03-03,166,100.0,Mobile,SD,2025-09-17 01:06:31.876156,166,1.0
S090187,U2009,M117,2024-04-29,71,42.0,Mobile,HD,2025-09-17 01:06:31.876156,71,0.42
S178379,U4002,S018,2024-04-12,10,28.8,Mobile,4K,2025-09-17 01:06:31.876156,10,0.28800000000000003
S136687,U3062,S020,2024-05-23,34,95.5,Mobile,HD,2025-09-17 01:06:31.876156,34,0.955
S048327,U1087,S010,2024-06-04,6,12.7,Smart Tv,4K,2025-09-17 01:06:31.876156,6,0.127
S192853,U4335,M098,2024-03-02,142,100.0,Desktop,SD,2025-09-17 01:06:31.876156,142,1.0
S096619,U2154,M134,2024-02-13,124,93.8,Tablet,SD,2025-09-17 01:06:31.876156,124,0.938
S059602,U1343,M120,2024-06-28,101,98.0,Smart Tv,SD,2025-09-17 01:06:31.876156,101,0.98
S217037,U4861,M058,2024-04-12,143,82.9,Mobile,HD,2025-09-17 01:06:31.876156,143,0.8290000000000001
S108357,U2423,M032,2024-01-08,22,17.0,Smart Tv,4K,2025-09-17 01:06:31.876156,22,0.17
S212952,U4770,M077,2024-01-09,59,58.7,Mobile,HD,2025-09-17 01:06:31.876156,59,0.5870000000000001
S101958,U2280,M021,2024-07-06,148,100.0,Gaming Console,HD,2025-09-17 01:06:31.876156,148,1.0
S166921,U3743,S028,2024-05-21,37,83.5,Tablet,HD,2025-09-17 01:06:31.876156,37,0.835
S165841,U3715,M162,2024-06-06,115,99.4,Tablet,4K,2025-09-17 01:06:31.876156,115,0.9940000000000001
S016722,U0380,M043,2024-08-06,120,89.9,Smart Tv,4K,2025-09-17 01:06:31.876156,120,0.899
S110982,U2481,M083,2024-05-14,115,99.5,Mobile,HD,2025-09-17 01:06:31.876156,115,0.995
S027412,U0617,S015,2024-03-14,20,70.0,Mobile,HD,2025-09-17 01:06:31.876156,20,0.7
S111145,U2484,M030,2024-07-24,93,64.5,Mobile,HD,2025-09-17 01:06:31.876156,93,0.645
S155227,U3474,S034,2024-02-24,27,100.0,Mobile,4K,2025-09-17 01:06:31.876156,27,1.0
S157532,U3523,M021,2024-06-30,148,100.0,Mobile,HD,2025-09-17 01:06:31.876156,148,1.0
S015167,U0349,M122,2024-03-02,80,51.5,Smart Tv,4K,2025-09-17 01:06:31.876156,80,0.515
