user_id,sessions_count,avg_duration,duration_std,avg_completion,completion_std,unique_content,age,subscription_type,country,subscription_numeric,cluster_kmeans
U00486,8,38.625,36.48850112413106,39.02777777777778,31.31699168588784,8,79.0,Basic,Mexico,1,2
U00487,6,79.83333333333333,46.824850951889495,73.88888888888889,38.89682458714288,6,77.0,Standard,Mexico,2,2
U00488,3,89.33333333333333,4.618802153517004,97.77777777777777,3.849001794597516,3,72.0,Standard,Peru,2,1
U00489,10,67.5,35.76854608296078,69.66666666666666,33.33765404095994,10,64.0,Basic,Mexico,1,2
U00491,7,59.0,39.06404996924922,62.53968253968254,39.45468977905458,7,35.0,Standard,Argentina,2,2
U00492,8,41.75,36.815175442433286,46.38888888888889,40.90575049159254,8,44.0,Premium,Peru,3,2
U00493,2,98.0,9.899494936611665,100.0,0.0,2,18.0,Basic,Peru,1,1
U00494,1,117.0,0.0,100.0,0.0,1,65.0,Standard,Mexico,2,1
U00495,5,62.0,31.50396800404673,65.33333333333334,29.22243345931257,5,19.0,Premium,Peru,3,2
U00496,3,92.0,17.578395831246947,94.07407407407408,6.119522830317889,3,26.0,Premium,Argentina,3,1
U00497,6,65.33333333333333,31.34751452135666,68.33333333333333,27.939529057423588,6,30.0,Standard,Colombia,2,2
U00498,7,46.42857142857143,28.453805503289846,51.11111111111111,30.718421169991053,6,58.0,Basic,Mexico,1,2
U00499,7,69.85714285714286,32.090645425256305,73.4920634920635,29.948024739088797,7,63.0,Premium,Brazil,3,2
U00500,3,54.0,32.60368077380221,60.0,36.226311970891345,3,30.0,Standard,Brazil,2,2
U00501,5,72.8,32.4530430006186,76.88888888888889,31.99537003542393,5,18.0,Basic,Peru,1,2
U00502,7,64.85714285714286,30.905385568584276,68.25396825396825,29.22776417563689,7,38.0,Basic,Chile,1,2
U00503,4,47.0,49.91993589739474,46.666666666666664,46.50766563656967,4,32.0,Standard,Chile,2,2
U00504,7,44.285714285714285,30.186720511478143,49.04761904761905,33.25564138180861,7,42.0,Standard,Argentina,2,2
U00505,2,63.0,5.656854249492381,70.0,6.285393610547087,2,61.0,Basic,Brazil,1,1
U00506,6,56.0,23.41794183953833,62.22222222222222,26.019935377264808,6,31.0,Standard,Peru,2,2
U00507,6,36.5,27.23784132415783,40.55555555555555,30.264268137953145,6,20.0,Standard,Mexico,2,2
U00508,2,97.5,16.263455967290593,97.77777777777777,3.142696805273548,2,46.0,Basic,Chile,1,1
U00509,7,62.57142857142857,43.83627547612876,63.17460317460318,41.337856042030964,7,51.0,Standard,Chile,2,2
U00510,2,75.5,33.23401871576773,78.88888888888889,29.855619650098678,2,32.0,Basic,Peru,1,1
U00511,4,86.5,41.677331968349414,81.94444444444444,36.111111111111114,4,67.0,Standard,Brazil,2,1
U00512,3,95.33333333333333,31.785741037976972,88.51851851851852,19.886509272087107,3,40.0,Standard,Colombia,2,1
U00513,4,65.25,19.737865470545017,72.22222222222223,21.449529237881865,4,32.0,Basic,Brazil,1,1
U00514,6,74.66666666666667,30.55923210204515,75.74074074074075,24.63979183280139,6,32.0,Basic,Colombia,1,2
U00515,2,37.5,40.30508652763321,41.666666666666664,44.783429475148004,2,51.0,Basic,Chile,1,0
U00516,3,73.33333333333333,23.86070689089771,81.48148148148148,26.511896545441893,3,63.0,Basic,Chile,1,1
U00517,6,45.666666666666664,33.09179153002549,50.74074074074074,36.768657255583875,6,25.0,Basic,Chile,1,2
U00518,6,81.83333333333333,22.859717116943216,84.62962962962963,17.7000616120385,6,35.0,Basic,Colombia,1,1
U00519,5,73.2,32.27537761204352,75.33333333333334,28.354022947087255,5,43.0,Basic,Brazil,1,2
U00520,3,57.666666666666664,9.814954576223638,64.07407407407408,10.905505084692942,3,48.0,Premium,Colombia,3,1
U00521,8,80.125,37.69212687779012,79.86111111111111,35.108486439973746,8,24.0,Basic,Argentina,1,2
U00522,3,102.66666666666667,7.234178138070236,100.0,0.0,3,73.0,Premium,Chile,3,1
U00523,4,63.5,47.69696007084728,62.5,43.493294502332965,4,71.0,Standard,Colombia,2,2
U00524,7,58.57142857142857,43.36994790119514,59.20634920634921,40.76286075788073,7,76.0,Basic,Peru,1,2
U00525,2,70.5,44.54772721475249,71.66666666666667,40.069384267237695,2,38.0,Premium,Argentina,3,2
U00526,2,46.0,31.11269837220809,51.111111111111114,34.56966485800899,2,26.0,Standard,Mexico,2,0
U00527,5,48.6,41.04631530356897,49.11111111111111,36.58576934435736,5,78.0,Premium,Argentina,3,2
U00528,6,58.166666666666664,48.00590241487672,55.18518518518518,40.115060849958645,6,44.0,Standard,Mexico,2,2
U00529,5,75.0,40.76150144437763,75.77777777777779,38.74895458565923,5,36.0,Premium,Mexico,3,2
U00530,6,66.83333333333333,39.86686176094961,67.4074074074074,36.036104437706186,6,36.0,Standard,Argentina,2,2
U00531,6,65.33333333333333,30.981715037529263,67.5925925925926,25.419120504903358,6,22.0,Basic,Brazil,1,2
U00532,4,40.0,29.34848093740685,44.44444444444444,32.60942326378539,4,51.0,Standard,Colombia,2,0
U00533,3,88.0,21.93171219946131,89.25925925925925,10.081968584308296,3,65.0,Basic,Brazil,1,1
U00534,5,39.2,30.776614498674153,43.55555555555556,34.19623833186017,5,28.0,Basic,Peru,1,2
U00535,5,45.8,49.45907399052271,46.44444444444444,48.23041405074367,5,78.0,Basic,Argentina,1,2
U00536,4,57.0,40.68578785440111,61.94444444444444,43.53112504561104,4,52.0,Standard,Mexico,2,2
U00537,3,94.66666666666667,13.79613472438325,95.92592592592592,7.05650329009543,3,59.0,Standard,Argentina,2,1
U00538,7,67.14285714285714,44.4238245818186,66.82539682539682,41.635438032718795,7,28.0,Premium,Chile,3,2
U00539,5,78.4,48.3611414257356,71.33333333333334,39.34965135459773,5,36.0,Standard,Peru,2,2
U00540,6,64.16666666666667,29.137032564533172,70.74074074074075,31.752644813856016,6,49.0,Basic,Peru,1,2
U00541,7,91.14285714285714,15.97319182702246,93.96825396825398,10.09944672846223,7,57.0,Standard,Chile,2,1
U00542,7,55.142857142857146,37.4941265241574,59.84126984126984,39.842429208030765,7,25.0,Basic,Peru,1,2
U00543,10,52.9,34.076547816806666,57.11111111111111,35.48295056109712,10,30.0,Standard,Mexico,2,2
U00544,2,61.0,67.88225099390856,57.22222222222222,60.496913501515735,2,61.0,Basic,Colombia,1,2
U00545,4,78.5,31.26766167571004,79.16666666666667,25.262001588944518,4,55.0,Standard,Brazil,2,1
U00546,8,57.25,37.689521090085506,59.02777777777778,35.108486439973746,8,78.0,Standard,Peru,2,2
U00547,2,47.0,19.79898987322333,52.22222222222223,21.998877636914816,2,19.0,Premium,Mexico,3,0
U00548,7,65.71428571428571,42.00283437148135,66.82539682539684,39.54696417012924,7,34.0,Premium,Peru,3,2
U00549,6,54.5,38.98076448711595,56.111111111111114,35.90625654756089,6,25.0,Standard,Mexico,2,2
U00550,6,67.0,32.58834147360065,72.4074074074074,34.10525948119785,6,22.0,Basic,Argentina,1,2
U00551,7,59.857142857142854,37.471894229446924,62.22222222222222,35.03085060096544,7,33.0,Standard,Peru,2,2
U00552,6,44.5,31.633842637276935,49.44444444444445,35.14871404141881,6,72.0,Standard,Argentina,2,2
U00553,8,60.375,35.16466367574943,64.58333333333333,35.696335877253965,8,37.0,Standard,Peru,2,2
U00554,9,58.55555555555556,33.41448455053254,63.086419753086425,34.60882718422015,9,40.0,Basic,Peru,1,2
U00555,8,47.75,30.79308827828553,50.41666666666667,28.563105048604864,8,37.0,Premium,Chile,3,2
U00556,6,89.33333333333333,28.647280266487194,87.77777777777777,23.168731589294875,6,74.0,Standard,Chile,2,1
U00557,6,64.16666666666667,39.640467538446956,64.81481481481482,35.89880610598897,6,49.0,Basic,Chile,1,2
U00558,5,48.2,24.056184236075346,53.55555555555556,26.729093595639274,5,69.0,Standard,Peru,2,2
U00559,5,82.4,30.09651142574501,81.77777777777777,22.202769263381605,4,50.0,Basic,Colombia,1,1
U00560,9,61.888888888888886,28.396498219166233,67.1604938271605,29.429299622465724,9,58.0,Basic,Brazil,1,2
U00561,5,55.8,40.953632317536865,56.222222222222214,35.65610781747438,5,26.0,Standard,Brazil,2,2
U00562,4,42.25,43.69115089656791,43.33333333333333,41.938618678081355,4,79.0,Standard,Chile,2,2
U00563,3,40.0,17.349351572897472,44.44444444444445,19.27705730321942,3,23.0,Premium,Brazil,3,0
U00564,7,67.0,36.945906403822335,69.68253968253968,35.80763813564943,7,39.0,Standard,Chile,2,2
U00565,5,32.8,28.472794032198525,36.44444444444444,31.636437813553915,5,64.0,Basic,Peru,1,0
U00566,10,54.6,45.17423060895571,55.333333333333336,43.67795851864705,10,62.0,Basic,Mexico,1,2
U00567,5,46.6,42.73523136710506,47.55555555555556,40.14941230755408,5,31.0,Premium,Chile,3,2
U00568,7,61.142857142857146,39.9851162785545,63.492063492063494,39.207313142831794,7,26.0,Basic,Brazil,1,2
U00569,6,69.33333333333333,39.64172885567261,69.25925925925925,34.83057169039629,6,44.0,Standard,Mexico,2,2
U00570,7,66.28571428571429,25.895393964398934,71.9047619047619,26.52519794098336,7,37.0,Standard,Mexico,2,2
U00571,3,63.333333333333336,14.742229591663987,70.37037037037037,16.380255101848874,3,19.0,Basic,Peru,1,1
U00572,4,82.0,18.34847859269718,89.16666666666667,18.820682957743184,4,53.0,Standard,Argentina,2,1
U00573,10,58.0,35.24202037341219,60.777777777777786,34.31896698909952,10,33.0,Standard,Colombia,2,2
U00574,4,54.25,58.09403296954573,52.22222222222222,55.169025722564236,4,30.0,Basic,Colombia,1,2
U00575,5,73.0,27.883686987197372,76.44444444444444,24.259400621584174,5,32.0,Premium,Chile,3,1
U00576,6,67.83333333333333,32.90845889230711,71.48148148148148,31.604552466781023,6,49.0,Basic,Chile,1,2
U00577,3,73.33333333333333,29.365512652316042,75.92592592592592,23.89104210795576,3,48.0,Standard,Mexico,2,1
U00578,4,72.25,21.700614430625386,77.5,19.592032478166075,4,23.0,Basic,Brazil,1,1
U00579,7,89.42857142857143,32.36694374850748,84.76190476190477,23.923009962037362,7,19.0,Standard,Brazil,2,1
U00580,3,85.0,21.93171219946131,87.4074074074074,13.394919496314914,3,68.0,Standard,Mexico,2,1
U00581,5,69.4,44.44997187850629,70.44444444444444,41.9405811318705,5,42.0,Basic,Brazil,1,2
U00582,3,49.333333333333336,47.87831798772105,50.0,45.14722145313343,3,78.0,Standard,Argentina,2,2
U00583,4,50.75,48.56181627575312,53.888888888888886,50.78397725345084,4,26.0,Basic,Argentina,1,2
U00584,4,76.0,46.06517122512408,72.5,39.28763824052699,4,79.0,Basic,Chile,1,2
U00585,5,45.2,26.05187133393684,50.222222222222214,28.946523704374258,5,21.0,Standard,Argentina,2,2
U00586,3,77.0,30.4138126514911,77.4074074074074,19.76195788437645,3,56.0,Basic,Colombia,1,1
U00587,3,99.33333333333333,14.843629385474879,97.4074074074074,4.490502093697077,3,53.0,Standard,Mexico,2,1
U00588,3,101.0,20.42057785666214,95.55555555555556,7.698003589195009,3,54.0,Premium,Peru,3,1
U00589,5,51.0,47.34448225506326,51.333333333333336,44.45416560353116,5,78.0,Basic,Brazil,1,2
U00590,7,72.14285714285714,26.604689883731467,77.77777777777779,26.935374571224752,7,39.0,Premium,Colombia,3,2
U00591,3,80.66666666666667,8.08290376865476,89.62962962962962,8.981004187394172,3,22.0,Basic,Mexico,1,1
U00592,10,63.1,29.30472089385372,67.22222222222221,28.488440126663306,10,44.0,Standard,Peru,2,2
U00593,5,90.8,38.15363678602605,83.55555555555556,28.871789811398603,5,38.0,Standard,Mexico,2,1
U00594,5,74.2,30.735972410190634,77.77777777777779,29.21820842734379,5,30.0,Basic,Mexico,1,1
U00595,6,80.66666666666667,29.7029740374035,83.33333333333333,27.2437556556034,6,70.0,Premium,Colombia,3,1
U00596,5,77.0,28.905016865589268,77.77777777777779,20.44263276997122,5,53.0,Basic,Argentina,1,1
U00597,6,68.0,32.79024245107072,70.0,28.90597785157173,6,28.0,Standard,Chile,2,2
U00598,3,111.33333333333333,6.8068592855540455,100.0,0.0,3,72.0,Basic,Peru,1,1
U00599,6,60.666666666666664,35.488965421193484,66.85185185185185,38.84388930868682,6,51.0,Basic,Chile,1,2
U00600,2,67.0,72.12489168102785,58.888888888888886,58.13989089756057,2,57.0,Premium,Colombia,3,2
U00601,2,68.0,33.94112549695428,74.44444444444444,36.141013260645764,2,38.0,Premium,Argentina,3,1
U00602,4,53.75,34.70230539892127,59.722222222222214,38.558117109912516,4,34.0,Standard,Argentina,2,2
U00603,6,45.166666666666664,37.865111470411215,47.96296296296296,38.248160879963734,6,19.0,Standard,Colombia,2,2
U00604,6,39.0,18.099723754798028,43.333333333333336,20.11080417199781,6,27.0,Premium,Chile,3,0
U00605,8,62.0,47.14415582626789,61.38888888888889,44.411694282759086,8,38.0,Premium,Mexico,3,2
U00606,6,74.5,36.7464283978729,73.14814814814815,29.71815479264881,6,76.0,Standard,Argentina,2,2
U00607,4,22.75,16.99754884289693,25.277777777777775,18.886165380996587,4,34.0,Basic,Colombia,1,0
U00608,3,89.0,28.583211855912904,87.4074074074074,21.81101016938586,3,49.0,Premium,Colombia,3,1
U00609,2,65.0,8.48528137423857,72.22222222222223,9.428090415820636,2,30.0,Basic,Brazil,1,1
U00610,4,35.25,37.133767202731626,39.166666666666664,41.25974133636847,4,68.0,Basic,Argentina,1,2
U00611,4,64.25,46.15463140357639,64.72222222222223,42.72001872658766,4,37.0,Standard,Mexico,2,2
U00612,5,62.0,40.93287187579195,62.666666666666664,35.97495699600206,5,28.0,Premium,Brazil,3,2
U00613,3,62.333333333333336,24.006943440041116,69.25925925925925,26.674381600045685,3,68.0,Basic,Colombia,1,1
U00614,4,86.75,29.792336822299344,84.44444444444444,20.123078084749817,4,47.0,Premium,Mexico,3,1
U00615,7,38.57142857142857,35.939101931170285,39.36507936507936,31.86169406200621,7,64.0,Basic,Chile,1,2
U00616,2,19.0,18.384776310850235,21.11111111111111,20.42752923427804,2,25.0,Standard,Argentina,2,0
U00617,6,62.5,33.61398518474119,68.70370370370371,36.5514463524041,6,19.0,Standard,Brazil,2,2
U00618,8,64.25,43.21292795978008,64.58333333333333,40.68824780818384,8,53.0,Standard,Peru,2,2
U00619,2,101.5,12.020815280171307,100.0,0.0,2,58.0,Premium,Peru,3,1
U00620,2,69.5,27.577164466275352,77.22222222222223,30.64129385141705,2,67.0,Basic,Chile,1,1
U00621,8,87.0,32.98051372726456,84.72222222222223,27.195484115217045,8,44.0,Premium,Peru,3,2
U00622,6,46.5,33.01363354736949,50.370370370370374,34.36669839899865,6,70.0,Premium,Chile,3,2
U00623,8,69.375,33.59395141135635,73.33333333333334,32.713819763631044,8,28.0,Basic,Argentina,1,2
U00624,10,75.5,36.5186405977976,76.0,33.272372239715075,9,26.0,Basic,Brazil,1,2
U00625,6,73.16666666666667,39.73621354214146,71.1111111111111,31.5289402624648,6,77.0,Basic,Mexico,1,2
U00626,2,101.5,20.506096654409877,98.33333333333334,2.357022603955145,2,69.0,Basic,Colombia,1,1
U00627,6,37.0,20.356817039999154,41.111111111111114,22.618685599999065,6,49.0,Standard,Argentina,2,0
U00628,8,38.125,25.914350685065823,42.361111111111114,28.79372298340647,7,49.0,Basic,Argentina,1,2
U00629,2,66.0,7.0710678118654755,73.33333333333334,7.856742013183858,2,58.0,Standard,Colombia,2,1
U00630,4,55.25,50.82240319649069,53.611111111111114,44.54964401533422,4,79.0,Premium,Peru,3,2
U00631,1,24.0,0.0,26.666666666666668,0.0,1,40.0,Standard,Brazil,2,0
U00632,10,62.3,43.931891731532694,61.88888888888889,40.23269081419849,10,39.0,Standard,Argentina,2,2
U00633,9,57.888888888888886,38.22775315279608,60.617283950617285,37.29723416379372,9,45.0,Basic,Mexico,1,2
U00634,8,54.25,35.85586224235665,58.61111111111111,37.66439568000574,8,46.0,Standard,Chile,2,2
U00635,2,14.0,0.0,15.555555555555555,0.0,2,67.0,Basic,Brazil,1,0
U00636,3,74.33333333333333,38.4360941477322,75.55555555555556,34.04789654676569,3,61.0,Standard,Brazil,2,1
U00637,5,51.8,24.631280924872748,57.555555555555564,27.368089916525285,5,50.0,Standard,Peru,2,2
U00638,5,66.6,24.2548964128895,69.77777777777779,17.836707884252302,5,40.0,Standard,Chile,2,1
U00639,7,49.857142857142854,35.70447484293144,52.857142857142854,35.345776651556335,7,54.0,Basic,Mexico,1,2
U00640,2,81.5,37.476659402887016,80.55555555555556,27.498597046143512,2,33.0,Premium,Chile,3,1
U00641,1,34.0,0.0,37.77777777777778,0.0,1,20.0,Premium,Brazil,3,0
U00642,1,80.0,0.0,88.88888888888889,0.0,1,59.0,Standard,Argentina,2,1
U00643,6,42.5,43.518961384665424,43.333333333333336,41.45501801372807,6,38.0,Standard,Brazil,2,2
U00644,3,43.333333333333336,49.89321931218042,44.44444444444445,49.14076530554663,3,58.0,Basic,Argentina,1,2
U00645,3,83.0,22.60530911091463,85.18518518518518,13.021033949071816,3,59.0,Standard,Peru,2,1
U00646,2,9.0,5.656854249492381,10.0,6.285393610547089,2,34.0,Basic,Argentina,1,0
U00647,3,85.66666666666667,26.159765544311238,87.77777777777777,20.214894887400277,3,28.0,Standard,Peru,2,1
U00648,5,24.4,12.300406497347964,27.111111111111107,13.667118330386625,5,36.0,Premium,Chile,3,0
U00649,3,72.66666666666667,36.11555528208494,78.14814814814815,37.84851764687547,3,78.0,Standard,Mexico,2,1
U00650,4,71.0,45.18849411078001,68.88888888888889,39.09469352390929,4,71.0,Standard,Colombia,2,2
U00651,6,58.0,34.968557305099104,64.07407407407408,38.430097943975355,6,38.0,Basic,Colombia,1,2
U00652,4,88.75,27.59679933132343,87.77777777777779,19.605155952394135,4,55.0,Basic,Chile,1,1
U00653,5,67.8,27.086897201414562,71.11111111111111,22.621414523891477,5,62.0,Basic,Chile,1,1
U00654,3,37.0,41.86884283091664,41.11111111111111,46.520936478796266,3,31.0,Standard,Colombia,2,2
U00655,3,61.666666666666664,44.85903847981289,60.0,35.276684147527874,3,72.0,Standard,Peru,2,2
U00656,6,84.5,30.257230540814536,84.25925925925925,24.589636145362476,6,51.0,Standard,Brazil,2,1
U00657,7,68.71428571428571,39.4365071379058,69.68253968253968,36.11090761033421,7,77.0,Premium,Argentina,3,2
U00658,2,35.5,48.79036790187178,39.44444444444445,54.211519890968646,2,63.0,Basic,Colombia,1,2
U00659,7,43.142857142857146,30.84060403336577,47.77777777777778,33.981355333301025,7,47.0,Premium,Colombia,3,2
U00660,4,79.0,23.309511649396118,82.77777777777779,18.470307614506204,4,36.0,Standard,Chile,2,1
U00661,3,66.66666666666667,6.02771377334171,74.07407407407408,6.697459748157452,3,66.0,Standard,Mexico,2,1
U00662,5,54.0,22.147234590350102,60.0,24.608038433722335,5,69.0,Basic,Chile,1,2
U00663,1,88.0,0.0,97.77777777777776,0.0,1,64.0,Premium,Chile,3,1
U00664,9,53.44444444444444,23.393968833393313,58.76543209876544,24.798225521719555,9,62.0,Basic,Peru,1,2
U00665,4,58.0,30.83288287959247,64.44444444444446,34.258758755102754,4,37.0,Standard,Brazil,2,2
U00666,6,61.833333333333336,39.56471491956775,65.18518518518518,39.5509776793311,6,64.0,Premium,Brazil,3,2
U00667,3,68.33333333333333,32.129944496269104,74.81481481481482,34.450417642173285,3,43.0,Standard,Argentina,2,1
U00668,2,70.5,26.16295090390226,78.33333333333333,29.069945448780288,2,27.0,Basic,Colombia,1,1
U00669,4,58.25,22.838198994958717,64.72222222222223,25.37577666106524,4,66.0,Standard,Peru,2,1
U00670,4,66.5,41.97221303036888,67.77777777777777,38.735145832096016,4,34.0,Premium,Brazil,3,2
U00671,3,50.666666666666664,6.429100507328636,56.2962962962963,7.143445008142927,3,36.0,Basic,Peru,1,0
U00672,3,42.333333333333336,46.60829682935575,44.81481481481482,47.94973362525083,3,46.0,Standard,Chile,2,2
U00673,3,68.66666666666667,39.11947511576981,67.77777777777779,29.122983160180343,3,38.0,Standard,Colombia,2,1
U00674,4,62.5,54.896873013557574,58.333333333333336,48.146723625650516,4,43.0,Basic,Mexico,1,2
U00675,7,57.857142857142854,54.70048315273693,51.904761904761905,45.436675446192,6,41.0,Standard,Peru,2,2
U00676,5,39.2,30.28530997034701,43.55555555555556,33.650344411496675,4,71.0,Basic,Chile,1,2
U00677,3,50.0,28.513154858766505,55.55555555555555,31.68128317640723,3,74.0,Standard,Argentina,2,0
U00678,5,90.8,17.282939564784687,92.88888888888889,10.201670161011585,5,38.0,Basic,Chile,1,1
U00679,3,76.0,54.286278192559855,71.85185185185185,48.75402273156839,3,47.0,Basic,Brazil,1,2
U00680,9,58.77777777777778,31.744203320361414,62.46913580246914,30.524114014188292,9,31.0,Basic,Peru,1,2
U00681,8,57.75,41.62331077653483,57.22222222222222,35.96000129479549,7,42.0,Standard,Chile,2,2
U00682,3,67.0,32.41913015489465,70.0,28.952920490656407,3,62.0,Premium,Brazil,3,1
U00683,6,97.5,15.372052563011877,96.85185185185185,6.222883562737691,6,35.0,Premium,Argentina,3,1
U00684,5,54.6,26.996296042235127,59.777777777777786,28.397530756853136,5,21.0,Basic,Brazil,1,2
U00685,10,73.3,41.2608234958484,71.44444444444444,35.705893585831014,10,23.0,Premium,Mexico,3,2
U00686,3,50.333333333333336,22.89832599412746,55.925925925925924,25.4425844379194,3,73.0,Standard,Colombia,2,0
U00687,3,57.0,37.986839826445156,59.629629629629626,35.941195685801866,3,61.0,Standard,Peru,2,2
U00688,4,53.0,43.673027526533275,52.22222222222222,36.43586168132854,4,54.0,Premium,Mexico,3,2
U00689,4,50.25,35.302266216207705,55.833333333333336,39.224740240230794,4,20.0,Standard,Colombia,2,2
U00690,10,65.8,38.0228001774374,66.77777777777777,33.74824082190637,9,36.0,Basic,Colombia,1,2
U00691,7,78.14285714285714,25.809743453642795,82.06349206349206,24.014986502589938,7,67.0,Standard,Mexico,2,1
U00693,1,63.0,0.0,70.0,0.0,1,78.0,Basic,Chile,1,1
U00694,6,60.333333333333336,43.41274774379833,59.44444444444445,37.99122705748438,6,58.0,Standard,Argentina,2,2
U00695,5,74.6,39.39289275998908,72.66666666666666,31.87165620321295,5,51.0,Basic,Peru,1,2
U00696,2,89.5,38.890872965260115,84.44444444444444,21.998877636914813,2,18.0,Standard,Colombia,2,1
U00697,3,76.0,39.395431207184416,77.77777777777777,36.58239474034294,3,39.0,Premium,Mexico,3,1
U00698,3,79.33333333333333,21.455380055672126,82.96296296296296,14.920916354432359,3,51.0,Premium,Brazil,3,1
U00699,4,46.25,21.484490529992403,51.38888888888889,23.87165614443601,4,56.0,Standard,Peru,2,0
U00700,1,31.0,0.0,34.44444444444444,0.0,1,27.0,Premium,Brazil,3,0
U00701,5,69.2,30.711561340967346,75.77777777777777,33.0301022450883,5,66.0,Basic,Colombia,1,2
U00702,5,37.8,38.77757083676078,39.77777777777778,38.69315823019827,5,43.0,Basic,Peru,1,2
U00703,8,44.375,25.617725448268377,48.19444444444444,25.860414206421556,8,32.0,Basic,Colombia,1,2
U00704,3,52.333333333333336,26.57693235370353,58.14814814814815,29.529924837448362,2,39.0,Basic,Peru,1,0
U00705,6,52.5,40.10860256852637,55.925925925925924,41.36955800124178,6,75.0,Standard,Argentina,2,2
U00706,8,59.5,31.97767078089692,63.75,32.13692871057926,8,42.0,Basic,Brazil,1,2
U00707,4,53.5,37.72267222772003,54.72222222222222,33.12745060428125,4,50.0,Basic,Brazil,1,2
U00708,5,50.0,40.20572098594925,54.444444444444436,43.16205466567784,5,56.0,Standard,Argentina,2,2
U00710,3,37.666666666666664,33.08070938376826,41.851851851851855,36.756343759742514,3,73.0,Basic,Chile,1,0
U00711,6,46.0,41.39082023830888,45.925925925925924,35.78858819885872,6,53.0,Basic,Argentina,1,2
U00712,4,90.25,36.91770126465984,85.0,30.0,4,32.0,Premium,Mexico,3,1
U00713,3,65.66666666666667,52.51983752196244,62.22222222222223,42.918239812951036,3,77.0,Standard,Chile,2,2
U00714,3,69.66666666666667,17.672954855748753,77.4074074074074,19.636616506387494,3,33.0,Premium,Brazil,3,1
U00715,8,59.375,33.53436403793236,60.97222222222222,29.243474075665315,8,67.0,Basic,Peru,1,2
U00716,4,59.0,10.424330514074594,65.55555555555556,11.582589460082875,4,18.0,Basic,Colombia,1,1
U00717,3,76.33333333333333,18.14754345175493,82.22222222222223,15.75271875417536,3,60.0,Basic,Peru,1,1
U00718,5,71.6,24.83545852204062,74.44444444444444,17.444798297897314,5,36.0,Premium,Chile,3,1
U00719,4,48.5,39.75340656262471,53.88888888888889,44.17045173624968,4,72.0,Premium,Colombia,3,2
U00720,3,46.0,36.59234892706397,51.11111111111111,40.65816547451552,3,47.0,Standard,Chile,2,2
U00721,7,76.85714285714286,40.65476016175134,75.07936507936508,35.64720331325358,7,75.0,Standard,Brazil,2,2
U00722,6,40.833333333333336,41.672132974767045,42.59259259259259,41.41131631983658,6,42.0,Basic,Chile,1,2
U00723,4,28.75,18.39157415774952,31.944444444444443,20.435082397499468,4,37.0,Premium,Peru,3,0
U00724,1,83.0,0.0,92.22222222222224,0.0,1,52.0,Basic,Colombia,1,1
U00725,3,81.66666666666667,42.45389656242797,79.62962962962963,35.28251645047713,3,69.0,Premium,Peru,3,1
U00726,11,62.27272727272727,30.685797721717808,65.45454545454545,28.44728521168062,11,77.0,Basic,Brazil,1,2
U00727,4,59.25,39.092838218783754,65.0,42.4990922197895,4,41.0,Standard,Brazil,2,2
U00728,7,74.85714285714286,9.88986975695453,83.17460317460316,10.988744174393917,7,45.0,Standard,Colombia,2,1
U00729,4,28.5,29.171904291629644,31.666666666666668,32.413226990699606,4,73.0,Basic,Argentina,1,0
U00730,5,85.8,27.97677608303001,85.11111111111111,20.69174106130628,5,69.0,Premium,Brazil,3,1
U00731,4,45.75,33.68852425777459,50.83333333333333,37.43169361974953,4,28.0,Standard,Peru,2,2
U00732,10,61.8,23.56928321165307,66.44444444444444,21.69624445196947,10,22.0,Premium,Peru,3,2
U00733,5,77.4,29.695117443781896,81.33333333333334,28.74322249689782,5,44.0,Standard,Chile,2,1
U00734,6,54.833333333333336,40.06203522871331,57.22222222222222,39.595173667731,6,51.0,Basic,Chile,1,2
U00735,8,62.5,19.5813322179205,68.47222222222221,19.893344362168385,8,56.0,Basic,Chile,1,2
U00736,3,60.666666666666664,41.356176483487125,61.48148148148149,36.351054688340646,3,18.0,Premium,Brazil,3,2
U00737,2,7.0,1.4142135623730951,7.777777777777779,1.5713484026367726,2,75.0,Standard,Peru,2,0
U00738,6,63.166666666666664,42.437797618004005,62.40740740740741,36.9344876585668,6,38.0,Basic,Colombia,1,2
U00739,6,42.333333333333336,26.837784309936367,47.03703703703704,29.819760344373737,6,69.0,Premium,Chile,3,2
U00740,6,56.833333333333336,34.07296093189828,59.44444444444445,32.12437250191785,6,26.0,Standard,Colombia,2,2
U00741,4,43.75,22.381167678802342,48.611111111111114,24.867964087558164,4,35.0,Standard,Peru,2,0
U00742,8,71.5,32.81114793132707,75.13888888888889,32.00494615654345,8,44.0,Standard,Brazil,2,2
U00743,4,97.25,20.51625371910444,93.61111111111111,12.777777777777779,4,55.0,Basic,Colombia,1,1
U00744,10,54.8,26.49444386197898,60.88888888888889,29.43827095775442,10,79.0,Basic,Peru,1,2
U00745,2,20.5,7.7781745930520225,22.77777777777778,8.642416214502251,2,76.0,Standard,Argentina,2,0
U00746,5,60.2,32.49923076012723,64.66666666666666,32.90840261943693,5,43.0,Premium,Peru,3,2
U00747,4,50.0,34.36083041293773,55.55555555555556,38.1787004588197,4,63.0,Premium,Mexico,3,2
U00748,2,69.0,39.59797974644666,72.77777777777777,38.498035864600915,2,26.0,Premium,Colombia,3,1
U00749,7,71.85714285714286,38.03256749781943,71.26984126984127,31.547394428670255,7,31.0,Standard,Brazil,2,2
